id;english;french
3829;Fast foods, dessert, burrito with fruit (apple or cherry);Aliments prêts à manger, dessert, burrito avec fruits (pommes ou cerises);;
3830;Fast foods, mexican, chimichanga with beef;Aliments prêts à manger, mexicain, chimichanga avec boeuf;;
3831;Fast foods, mexican, chimichanga with beef and cheese;Aliments prêts à manger, mexicain, chimichanga avec boeuf et fromage;;
3832;Fast foods, mexican, chimichanga with beef and red chili;Aliments prêts à manger, mexicain, chimichanga avec boeuf et piments forts rouges;;
3833;Fast foods, mexican, chimichanga with beef, cheese and red chili peppers;Aliments prêts à manger, mexicain, chimichanga avec boeuf, fromage et piments forts rouges;;
3834;Fast foods, mexican, enchilada with cheese;Aliments prêts à manger, mexicain, enchilada avec fromage;;
3835;Fast foods, mexican, enchilada with cheese and beef;Aliments prêts à manger, mexicain, enchilada avec fromage et boeuf;;
3836;Fast foods, mexican, enchirito with cheese, beef and beans;Aliments prêts à manger, mexicain, enchirito avec fromage, boeuf et haricots;;
3837;Fast foods, mexican, frijoles (pinto beans) with cheese;Aliments prêts à manger, mexicain, frijoles (haricots pinto) avec fromage;;
3838;Fast foods, mexican, nachos with cheese;Aliments prêts à manger, mexicain, nachos avec fromage;;
3839;Fast foods, mexican, nachos with cheese and jalapeno peppers;Aliments prêts à manger, mexicain, nachos avec fromage et piments jalapeno;;
3840;Fast foods, mexican, nachos with cheese, beans, ground beef and peppers;Aliments prêts à manger, mexicain, nachos avec fromage, haricots, boeuf haché et poivrons;;
3841;Fast foods, dessert, nachos with cinnamon and sugar;Aliments prêts à manger, dessert, nachos avec cannelle et sucre;;
3842;Fast foods, mexican, taco;Aliments prêts à manger, mexicain, taco;;
3843;Fast foods, mexican, taco salad;Aliments prêts à manger, mexicain, salade de taco;;
3844;Fast foods, mexican, taco salad with chili con carne;Aliments prêts à manger, mexicain, salade de taco avec chili con carne;;
3845;Fast foods, mexican, tostada with beans and cheese;Aliments prêts à manger, mexicain, tostada avec haricots et fromage;;
3846;Fast foods, mexican, tostada with beans, beef and cheese;Aliments prêts à manger, mexicain, tostada avec haricots, boeuf et fromage;;
3847;Fast foods, mexican, tostada with beef and cheese;Aliments prêts à manger, mexicain, tostada avec boeuf et fromage;;
3848;Fast foods, mexican, tostada with guacamole;Aliments prêts à manger, mexicain, tostada avec guacamole;;
3849;Fast foods, sandwiches and burgers, cheeseburger, regular, single patty, plain;Aliments prêts à manger, sandwichs et burgers, hambourgeois au fromage, ordinaire, 1 galette, nature;;
3850;Fast foods, sandwiches and burgers, cheeseburger, regular, single patty, with condiments;Aliments prêts à manger, sandwichs et burgers, hambourgeois au fromage, ordinaire, 1 galette, avec condiments;;
3851;Fast foods, sandwiches and burgers, cheeseburger, regular, single patty, with condiments and vegetables;Aliments prêts à manger, sandwichs et burgers, hambourgeois au fromage, ordinaire, 1 galette, avec condiments et légumes;;
3852;Fast foods, sandwiches and burgers, cheeseburger, regular, double patty, plain;Aliments prêts à manger, sandwichs et burgers, hambourgeois au fromage, ordinaire, 2 galettes, nature;;
3853;Fast foods, sandwiches and burgers, cheeseburger, regular, double patty, with condiments and vegetables;Aliments prêts à manger, sandwichs et burgers, hambourgeois au fromage, ordinaire, 2 galettes, avec condiments et légumes;;
3854;Fast foods, sandwiches and burgers, cheeseburger, regular, double patty and bun, plain;Aliments prêts à manger, sandwichs et burgers, hambourgeois au fromage, ordinaire, 2 galettes et pains, nature;;
3855;Fast foods, sandwiches and burgers, cheeseburger, regular, double patty and bun, with condiments and vegetables;Aliments prêts à manger, sandwichs et burgers, hambourgeois au fromage, ordinaire, 2 galettes et pains, avec condiments et légumes;;
3856;Fast foods, sandwiches and burgers, cheeseburger, large, single patty, plain;Aliments prêts à manger, sandwichs et burgers, hambourgeois au fromage, gros, 1 galette, nature;;
3857;Fast foods, sandwiches and burgers, cheeseburger, large, single patty, with bacon and condiments;Aliments prêts à manger, sandwichs et burgers, hambourgeois au fromage, gros, 1 galette, avec bacon et condiments;;
3858;Fast foods, sandwiches and burgers, cheeseburger, large, single patty, with ham, condiments and vegetables;Aliments prêts à manger, sandwichs et burgers, hambourgeois au fromage, gros, 1 galette, avec jambon, condiments et légumes;;
3859;Fast foods, sandwiches and burgers, cheeseburger, large, double patty, with condiments and vegetables;Aliments prêts à manger, sandwichs et burgers, hambourgeois au fromage, gros, 2 galettes, avec condiments et légumes;;
3860;Fast foods, sandwiches and burgers, cheeseburger, large, triple patty, plain;Aliments prêts à manger, sandwichs et burgers, hambourgeois au fromage, gros, 3 galettes, nature;;
3861;Fast foods, sandwiches and burgers, chicken fillet sandwich, plain;Aliments prêts à manger, sandwichs et burgers, sandwich au filet de poulet, nature;;
3862;Fast foods, sandwiches and burgers, chicken fillet sandwich with cheese;Aliments prêts à manger, sandwichs et burgers, sandwich au filet de poulet avec fromage;;
3863;Fast foods, sandwiches and burgers, egg and cheese sandwich;Aliments prêts à manger, sandwichs et burgers, sandwich aux oeufs et fromage;;
3864;Fast foods, sandwiches and burgers, fish sandwich with tartar sauce;Aliments prêts à manger, sandwichs et burgers, sandwich au poisson avec sauce tartare;;
3865;Fast foods, sandwiches and burgers, fish sandwich with tartar sauce and cheese;Aliments prêts à manger, sandwichs et burgers, sandwich au poisson avec sauce tartare et fromage;;
3866;Fast foods, sandwiches and burgers, hamburger, regular, single patty, plain;Aliments prêts à manger, sandwichs et burgers, hambourgeois, ordinaire, 1 galette, nature;;
3867;Fast foods, sandwiches and burgers, hamburger, regular, single patty, with condiments;Aliments prêts à manger, sandwichs et burgers, hambourgeois, 1 galette, avec condiments;;
3868;Fast foods, sandwiches and burgers, hamburger, regular, single patty, with condiments and vegetables;Aliments prêts à manger, sandwichs et burgers, hambourgeois, ordinaire, 1 galette, avec condiments et légumes;;
3869;Fast foods, sandwiches and burgers, hamburger, regular, double patty, plain;Aliments prêts à manger, sandwichs et burgers, hambourgeois, ordinaire, 2 galettes, nature;;
3870;Fast foods, sandwiches and burgers, hamburger, regular, double patty, with condiments;Aliments prêts à manger, sandwichs et burgers, hambourgeois, ordinaire, 2 galettes, avec condiments;;
3871;Fast foods, sandwiches and burgers, hamburger, large, single patty, plain;Aliments prêts à manger, sandwichs et burgers, hambourgeois, gros, 1 galette, nature;;
3872;Fast foods, sandwiches and burgers, hamburger, large, triple patty, with condiments;Aliments prêts à manger, sandwichs et burgers, hambourgeois, gros, 3 galettes, avec condiments;;
3873;Fast foods, sandwiches and burgers, ham and cheese sandwich;Aliments prêts à manger, sandwichs et burgers, sandwich au jambon et fromage;;
3874;Fast foods, sandwiches and burgers, ham, egg and cheese sandwich;Aliments prêts à manger, sandwichs et burgers, sandwich au jambon, oeuf et fromage;;
3875;Fast foods, hotdog, plain;Aliments prêts à manger, hot-dog (chien-chaud), nature;;
3876;Fast foods, hotdog with chili;Aliments prêts à manger, hot-dog (chien-chaud) avec chili;;
3877;Fast foods, hotdog with cornflour coating (corndog);Aliments prêts à manger, hot-dog (chien-chaud) avec enrobage de farine de maïs;;
3878;Fast foods, sandwiches and burgers, roast beef sandwich, plain;Aliments prêts à manger, sandwichs et burgers, sandwich au rôti de boeuf, nature;;
3879;Fast foods, sandwiches and burgers, roast beef sandwich with cheese;Aliments prêts à manger, sandwichs et burgers, sandwich au rôti de boeuf avec fromage;;
3880;Fast foods, sandwiches and burgers, steak sandwich;Aliments prêts à manger, sandwichs et burgers, sandwich au bifteck;;
3881;Fast foods, sandwiches and burgers, submarine sandwich with coldcuts;Aliments prêts à manger, sandwichs et burgers, sous-marin avec viandes froides;;
3882;Fast foods, sandwiches and burgers, submarine sandwich with roast beef;Aliments prêts à manger, sandwichs et burgers, sous-marin avec rôti de boeuf;;
3883;Fast foods, sandwiches and burgers, submarine sandwich with tuna salad;Aliments prêts à manger, sandwichs et burgers, sous-marin avec salade de thon;;
3884;Fast foods, side dish, coleslaw;Aliments prêts à manger, plat d'accompagnement, salade de chou;;
3885;Fast foods, side dish, corn on the cob with butter;Aliments prêts à manger, plat d'accompagnement, épi de maïs avec beurre;;
3886;Fast foods, side dish, hush puppies;Aliments prêts à manger, plat d'accompagnement, galette hush puppies;;
3887;Fast foods, side dish, onion rings, breaded and fried;Aliments prêts à manger, plat d'accompagnement, rondelles d'oignon, panées et frites;;
3888;Fast foods, side dish, potato, baked, topped with cheese sauce;Aliments prêts à manger, plat d'accompagnement, pommes de terre, au four, avec sauce au fromage;;
3889;Fast foods, side dish, potato, baked, topped with cheese sauce and bacon;Aliments prêts à manger, plat d'accompagnement, pommes de terre, au four, avec sauce au fromage et bacon;;
3890;Fast foods, side dish, potato, baked, topped with cheese sauce and broccoli;Aliments prêts à manger, plat d'accompagnement, pommes de terre, au four, avec sauce au fromage et brocoli;;
3891;Fast foods, side dish, potato, baked, topped with cheese sauce and chili;Aliments prêts à manger, plat d'accompagnement, pommes de terre, au four, avec sauce au fromage et chili;;
3892;Fast foods, side dish, potato, baked, topped with sour cream and chives;Aliments prêts à manger, plat d'accompagnement, pommes de terre, au four, avec crème sure et ciboulette;;
3893;Fast foods, side dish, potato, french-fried in beef tallow;Aliments prêts à manger, plat d'accompagnement, pommes de terre, frites dans du suif de boeuf;;
3894;Fast foods, side dish, potato, french-fried in beef tallow and vegetable oil;Aliments prêts à manger, plat d'accompagnement, pommes de terre, frites dans du suif de boeuf et huile végétale;;
3895;Fast foods, side dish, potato, french-fried in vegetable oil;Aliments prêts à manger, plat d'accompagnement, pommes de terre, frites dans l'huile végétale;;
3896;Fast foods, side dish, potato, mashed;Aliments prêts à manger, plat d'accompagnement, pommes de terre, en purée;;
3897;Fast foods, side dish, potato salad;Aliments prêts à manger, plat d'accompagnement, salade de pommes de terre;;
3898;Fast foods, sandwiches and burgers, hamburger, large, double patty, with condiments and vegetables;Aliments prêts à manger, sandwichs et burgers, hamburgeois, gros, 2 galettes, avec condiments et légumes;;
3899;Milk, fluid, chocolate, partly skimmed, 1% M.F.;Lait, liquide, chocolat, partiellement écrémé, 1% M.G.;;
3900;Egg, chicken, white, dried;Oeuf, poule, blanc, déshydraté;;
3901;Cheese, cream, fat free;Fromage à la crème, sans gras;;
3902;Spices, rosemary, fresh;Épices, romarin, frais;;
3903;Peppermint, fresh;Menthe poivrée, fraîche;;
3904;Spices, spearmint, fresh;Épices, menthe verte, fraîche;;
3905;Spices, spearmint, dried;Épices, menthe verte, déshydratée;;
3906;Sauce, plum, ready-to-serve;Sauce, prunes, prête-à-servir;;
3907;Soup, stock, fish, homemade;Soupe, bouillon, poisson, maison;;
3908;Sauce, hoisin, ready-to-serve;Sauce, hoisin, prête-à-servir;;
3909;Sauce, oyster, ready-to-serve;Sauce, huîtres, prête-à-servir;;
3910;Sauce, fish, ready-to-serve;Sauce, poisson, prête-à-servir;;
3911;Sauce, cheese sauce mix, dry, unprepared;Sauce, fromage, mélange sec, non préparé;;
3912;Sauce, cheese, ready-to-serve;Sauce, fromage, prête-à-sevir;;
3913;Sauce, pasta, spaghetti or marinara, ready-to-serve;Sauce, pâtes, spaghetti ou marinara, prête-à-servir;;
3914;Tomato, crushed, canned;Tomate, broyée, conserve;;
3915;Beef, brisket, whole, lean and fat, 3mm (1/8") trim,  raw;Boeuf, pointe de poitrine, entier, maigre et gras, 3mm (1/8") paré, cru;;
3916;Beef, brisket, whole, lean and fat, 3mm (1/8") trim, braised;Boeuf, pointe de poitrine, entier, maigre et gras, 3mm (1/8") paré, braisé;;
3917;Beef, hip, rump roast, lean and fat, 3mm (1/8") trim,  raw;Boeuf, cuisse, rôti de croupe, maigre et gras, 3mm (1/8") trim, cru;;
3918;Beef, hip, rump roast, lean and fat, 3mm (1/8") trim, broiled;Boeuf, cuisse, rôti de croupe, maigre et gras, 3mm (1/8") paré, grillé;;
3919;Hot chocolate with marshmallows, powder, mix;Chocolat chaud avec guimauves, mélange sec;;
3920;Hot chocolate, rich, mix, powder;Chocolat chaud, onctueux, mélange sec;;
3921;Hot chocolate, cocoa, without sugar, mix, powder;Chocolat chaud, cacao, sans sucre ajouté, mélange sec;;
3922;Coffee, brewed, espresso, restaurant-prepared;Café infusé, espresso, préparation restaurant;;
3923;Beverage, rice, RICE DREAM, canned, enriched;Boisson, riz, RICE DREAM, conserve, enrichie;;
3924;Lamb, Canadian, composite cuts, lean and fat, 3mm (1/8") trim, raw;Agneau, canadien, coupes diverses, maigre et gras, 3mm (1/8") paré, cru;;
3925;Lamb, Canadian, composite cuts, lean and fat, 3mm (1/8"), cooked;Agneau, canadien, coupes diverses, maigre et gras, 3mm (1/8"), cuit;;
3926;Lamb, Canadian, foreshank, lean and fat, 1mm trim, raw;Agneau, canadien, jarret, maigre et gras, 1mm paré, cru;;
3927;Lamb, Canadian, foreshank, lean and fat, 1mm (1/8") trim, cooked;Agneau, canadien, jarret, maigre et gras, 3mm (1/8") paré, braisé;;
3928;Lamb, Canadian, leg, whole, lean and fat, 3mm (1/8") trim, raw;Agneau, canadien, gigot, entier, maigre et gras, 3mm (1/8") paré, cru;;
3929;Lamb, Canadian, leg, whole, lean and fat, 3mm (1/8") trim, cooked;Agneau, canadien, gigot, entier, maigre et gras, 3mm (1/8") paré, rôti;;
3930;Lamb, Canadian, loin, lean and fat, 3mm (1/8") trim, raw;Agneau, canadien, longe, maigre et gras, 3mm (1/8") paré, cru;;
3931;Lamb, Canadian, loin, lean and fat, 3mm (1/8") trim, cooked;Agneau, canadien, longe, maigre et gras, 3mm (1/8") paré, grillé;;
3932;Lamb, Canadian, rib, lean and fat, 3mm (1/8") trim, raw;Agneau, canadien, côte, maigre et gras, 3mm (1/8") paré, cru;;
3933;Lamb, Canadian, rib, lean and fat, 3mm (1/8") trim, cooked;Agneau, canadien, côte, maigre et gras, 3mm (1/8") paré, grillé;;
3934;Lamb, Canadian, shoulder, whole, lean and fat, 3mm (1/8") trim, raw;Agneau, canadien, épaule, entier, maigre et gras, 3mm (1/8") paré, cru;;
3935;Lamb, Canadian, shoulder, whole , lean and fat, 3mm (1/8") trim,  cooked;Agneau, canadien, épaule, entier, maigre et gras, 3mm (1/8") paré, rôti;;
3936;Lamb, New Zealand, frozen, composite, lean and fat, 3mm (1/8") trim, raw;Agneau, Nouvelle-Zélande, congelés, coupes diverses, maigre et gras, 3mm (1/8") paré, cru;;
3937;Lamb, New Zealand, frozen, composite, lean and fat, 3mm (1/8") trim, cooked;Agneau, Nouvelle-Zélande, congelé, coupes diverses, maigre et gras, 3mm (1/8") paré, cuit;;
3938;Lamb, New Zealand, frozen, foreshank, separable lean and fat, 3mm (1/8") trim, raw;Agneau, Nouvelle-Zélande, congelé, jarret, maigre et gras, 3mm (1/8") paré, cru;;
3939;Lamb, New Zealand, frozen, foreshank, separable lean and fat, 3mm (1/8") trim, braised;Agneau, Nouvelle-Zélande, congelé, jarret, maigre et gras, 3mm (1/8") paré, braisé;;
3940;Lamb, New Zealand, frozen, leg, whole, separable lean and fat, 3mm (1/8") trim, raw;Agneau, Nouvelle-Zélande, congelé, gigot, entier, maigre et gras, 3mm (1/8") paré, cru;;
3941;Lamb, New Zealand, frozen, leg, whole, separable lean and fat, 3mm (1/8") trim, roasted;Agneau, Nouvelle-Zélande, congelé, gigot, entier, maigre et gras, parures de 3mm (1/8"), rôti;;
3942;Lamb, New Zealand, frozen, loin, separable lean and fat, 3mm (1/8") trim, raw;Agneau, Nouvelle-Zélande, congelé, longe, maigre et gras, parures de 3mm (1/8"), cru;;
3943;Lamb, New Zealand, frozen, loin, separable lean and fat, 3mm (1/8") trim, broiled;Agneau, Nouvelle-Zélande, congelé, longe, maigre et gras, parures de 3mm (1/8"), grillé;;
3944;Lamb, New Zealand, frozen, rib, separable lean and fat, 3mm (1/8") trim, raw;Agneau, Nouvelle-Zélande, congelé, côte, maigre et gras, parures de 3mm (1/8"), cru;;
3945;Lamb, New Zealand, frozen, rib, separable lean and fat, 3mm (1/8") trim, roasted;Agneau, Nouvelle-Zélande, congelé, côte, maigre et gras, parures de 3mm (1/8"), rôti;;
3946;Lamb, New Zealand, frozen, shoulder, whole, separable lean and fat, 3mm (1/8") trim, raw;Agneau, Nouvelle-Zélande, congelé, épaule, entier, maigre et gras, parures de 3mm (1/8"), cru;;
3947;Lamb, New Zealand, frozen, shoulder, whole, separable lean and fat, 3mm (1/8") trim, braised;Agneau, Nouvelle-Zélande, congelé, épaule, entier, maigre et gras, parures de 3mm (1/8"), braisée;;
3948;Cake, pound, commercial, fat free;Gâteau quatre-quarts, préparation commerciale, sans gras;;
3949;Cake, snack cakes, cupcakes, chocolate, with icing (frosting)), low-fat;Gâteau, grignotise, petit gâteaux, chocolat, avec glaçage, faible en gras;;
3950;Cake, yellow, light, dry mix, unprepared;Gâteau, jaune, léger, mélange sec, non préparé;;
3951;Cookie, oatmeal, commercially prepared, fat free;Biscuit, avoine, préparation commerciale, sans gras;;
3952;Candies, confectioner's coating, yogourt;Bonbons, enrobage de yogourt;;
3953;Candies, halavah (halvah), plain;Bonbons, halavah (halvah), nature;;
3954;Sweets, baking chocolate, M&M's Semisweet Chocolate Mini Baking Bits;Confiseries,  chocolat à cuisson, M&M's mi-sucré, petites brisures;;
3955;Sweets, baking chocolate, milk chocolate, mini bits;Confiseries, chocolat à cuisson, chocolat au lait, petites brisures;;
3956;Candies, M&M's, mini milk chocolate;Bonbons, M&M's, petits chocolats au lait;;
3957;Dessert, frozen, ice, Italian, restaurant prepared;Dessert, congelé, glacé, italien, préparation de restaurant;;
3958;Duck, young duckling, domestic, White Pekin, breast, meat and skin, boneless, roasted;Canard, caneton, domestique, canard de Pékin, poitrine, viande et peau, désossé, rôti;;
3959;Duck, duckling, domestic, Pekin, breast, meat only, boneless, cooked without skin, broiled;Canard, caneton, domestique, Pékin, poitrine, viande, sans os, cuit sans peau, grillé;;
3960;Duck, duckling, domestic, Pekin, leg, meat only, bone in, cooked without skin, braised;Canard, caneton, domestique, Pékin, cuisse, viande, non désossé, cuit sans peau, braisé;;
3961;Bologna (baloney), beef, light;Saucisson de bologne, boeuf, léger;;
3962;Chicken breast (honey glazed);Poulet, poitrine (glacé au miel);;
3963;Wiener (frankfurter), light, pork, turkey, beef;Saucisse fumée, légère, boeuf, dinde, porc;;
3964;Mangosteen, canned, syrup pack;Mangoustan,  conserve, sirop;;
3965;Jackfruit, canned, syrup pack;Jaquier,  conserve, sirop;;
3966;Durian, raw or frozen;Durion, cru ou congelé;;
3967;Cucumber, peeled, raw;Concombre, pelé, cru;;
3968;Tomato, yellow, raw;Tomate, jaune, crue;;
3969;Arrowroot, raw;Arrowroot, cru;;
3970;Broccoli, chinese, cooked;Brocoli, chinois, cuit;;
3971;Lemon grass (citronella), raw;Citronelle (lemon-grass), crue;;
3972;Broadbeans (fava beans), in pod, raw;Gourganes (fèves des marais, fava), cosses, crues;;
3973;Grape leaves (vine leaves), raw;Raisin, feuilles (feuilles de vigne), crues;;
3974;Grape leaves, canned;Raisin, feuilles (feuilles de vigne), conserve;;
3975;Pepper, banana, raw;Piment, banane, cru;;
3976;Pepper, serrano, raw;Piment, serrano, cru;;
3977;Pepper, ancho, dried;Piment, ancho, déshydraté;;
3978;Pepper, jalapeno, raw;Piment, jalapeno, cru;;
3979;Pepper, chili, green, canned;Piment, chili, vert, conserve;;
3980;Pepper, Hungarian, raw;Piment, hongrois, cru;;
3981;Pepper, pasilla, dried;Piment, pasilla, déshydraté;;
3982;Epazote, raw;Anserine, crue;;
3983;Fireweed, native, leaves, raw;Vergerette du Canada, autochtone, feuilles, crues;;
3984;Mushroom, oyster, raw;Champignon, pleurote, cru;;
3985;Mushroom, straw, canned, drained solids;Champignon, paille de riz, conserve, égoutté;;
3986;Wasabi, root, (Japanese horseradish), raw;Wasabi, racine, (raifort japonais), crue;;
3987;Lentils, pink, raw;Lentilles, roses, crues;;
3988;Hummus, commercial;Hoummos (hommos), commercial;;
3989;Grains, corn flour, degermed, unenriched, yellow;Grains céréaliers, farine de maïs, dégermée, non enrichie, jaune;;
3990;Grains, barley flour;Grains céréaliers, farine ou semoule d'orge;;
3991;Grains, barley, malt flour;Grains céréaliers, farine d'orge, malt;;
3992;Pasta, rice noodles, cooked;Pâtes, nouilles de riz, cuites;;
3993;Duck, duckling, domestic, Pekin, leg, meat and skin, bone in, roasted;Canard, caneton, domestique, Pékin, cuisse, viande et peau, non désossé, rôti;;
3994;Bologna (baloney), fat free;Saucisson de bologne, sans gras;;
3995;Chicken breast, oven roasted, low fat;Poulet, poitrine, rôtie au four, pauvre en gras;;
3996;Rambutan, canned, syrup pack;Ramboutan / litchi chevelu,  conserve, sirop;;
3997;Prune puree;Pruneau, purée;;
3998;Tomato, orange, raw;Tomate, orange, crue;;
3999;Chrysanthemum leaves, raw;Chrysantheme, feuilles, crues;;
4000;Cabbage, napa, cooked;Chou, napa, cuit;;
4001;Malabar spinach, cooked;Épinards blancs de Malabar (baselle blanche), cuits;;
4002;Mushrooms, fungi, Cloud ears, dried;Champignons, Cloud ears, déshydratés;;
4003;Yautia (tannier), raw;Yautia (tannier, chou des Caraibes), cru;;
4004;Chickpea flour (besan);Pois chiches, farine (Besan);;
4005;Snacks, RICE KRISPIES SQUARES;Grignotises, RICE KRISPIES SQUARES;;
4006;Pasta, rice noodles, dry;Pâtes, nouilles de riz, sèches;;
4007;Capers, canned;Câpres, conserve;;
4008;Horseradish, prepared;Raifort, préparé;;
4009;Soup, broccoli and cheese, CUP-A-SOUP, mix, dry, unprepared;Soupe, brocoli et fromage, CUP-A-SOUP, mélange sec, non préparé;;
4010;Soup, chicken supreme, CUP-A-SOUP, mix, dry, unprepared;Soupe, poulet suprême, CUP-A-SOUP, mélange sec, non préparé;;
4011;Soup, chicken noodle, CUP-A-SOUP, mix, dry, unprepared;Soupe, poulet et nouilles, CUP-A-SOUP, mélange sec, non préparé;;
4012;Soup, chicken noodle with meat, CUP-A-SOUP, mix, dry, unprepared;Soupe, poulet et nouilles avec viande, CUP-A-SOUP, mélange sec, non préparé;;
4013;Soup, cream, chicken, CUP-A-SOUP, mix, dry, unprepared;Soupe, crème, poulet, CUP-A-SOUP, mélange sec, non préparé;;
4014;Soup, chicken vegetable, CUP-A-SOUP, mix, dry, unprepared;Soupe, poulet et légumes, CUP-A-SOUP, mélange sec, non préparé;;
4015;Soup, ring noodle, CUP-A-SOUP, mix, dry, unprepared;Soupe, nouilles anneaux, CUP-A-SOUP, mélange sec, non préparé;;
4016;Soup, tomato, CUP-A-SOUP, mix, dry, unprepared;Soupe, tomates, CUP-A-SOUP, mélange sec, non préparé;;
4017;Soup, green pea, CUP-A-SOUP, mix, dry, unprepared;Soupe, pois verts, CUP-A-SOUP, mélange sec, non préparé;;
4018;Soup, cream, mushroom, CUP-A-SOUP, mix, dry, unprepared;Soupe, crème, champignons, CUP-A-SOUP, mélange sec, non préparé;;
4019;Soup, spring vegetable, CUP-A-SOUP, mix, dry, unprepared;Soupe, légumes printaniers, CUP-A-SOUP, mélange sec, non préparé;;
4020;Soup, NISSIN, OODLES OF NOODLES TOP RAMEN, ramen noodle, oriental flavour, dry;Soupe, NISSIN, OODLES OF NOODLES TOP RAMEN, nouilles ramen, saveur orientale, sèches;;
4021;Soup, NISSIN, CUP NOODLES, ramen noodle, chicken flavour, dry;Soupe, NISSIN, CUP NOODLES, nouilles ramen, saveur de poulet, sèches;;
4022;Sauce, Alfredo, dehydrated;Sauce, Alfredo, déshydratée;;
4023;Fiddlehead greens (ferns), raw;Crosses de fougères (têtes de violon), crues;;
4024;Tea, iced, lemon flavour, ready-to-drink;Thé glacé, saveur de citron, prêt-à-boire;;
4025;Tofu, regular; soft or firm, prepared with magnesium chloride (nigari);Tofu, régulier; mou, ou ferme, préparé avec chlorure de magnésium (nigari);;
4026;Tofu, silken, soft;Tofu, soyeux, mou;;
4027;Tofu, silken, firm;Tofu, soyeux, ferme;;
4028;Tofu, silken, extra firm;Tofu, soyeux, extra ferme;;
4029;Tofu, silken, light, firm;Tofu, soyeux, léger, ferme;;
4030;Tofu, silken, light, extra firm;Tofu, soyeux, léger, extra ferme;;
4031;Cracker, cheese, reduced fat;Craquelin, fromage, réduit en M.G.;;
4032;Dessert, frozen, ice cream, reduced fat, with aspartame, vanilla;Dessert, congelé, crème glacée, moins de gras, avec aspartame, vanille;;
4033;Vegetable protein patty, frozen;Galette de protéines de légumes congelée;;
4034;Macaroni and cheese, canned entree;Macaroni et fromage, conserve;;
4035;Beef ravioli in tomato & meat sauce, canned;Ravioli au boeuf, sauce aux tomates et viande, conserve;;
4036;Macaroni with beef in tomato sauce, canned entree;Macaroni et boeuf, sauce aux tomates, conserve;;
4037;Beef ravioli, mini, in tomato & meat sauce, canned;Ravioli au boeuf, mini, sauce aux tomates et viande, conserve;;
4038;Pasta with sliced franks in tomato sauce, canned;Pâtes avec saucisses tranchées, sauce aux tomates, conserve;;
4039;Stuffed peppers with beef in tomato sauce, frozen;Poivrons farcis, avec boeuf, sauce aux tomates, congelés;;
4040;Fried chicken, with mashed potatoes and corn in seasoned sauce, frozen;Poulet frit avec purée de pommes de terre et maïs, sauce assaisonnée, congelé;;
4041;Spaghetti with meatballs and sauce, frozen;Spaghetti avec boulettes de viande et sauce, congelé;;
4042;Swedish meatballs with pasta, frozen;Boulettes suédoises avec pâtes, congelées;;
4043;Chicken breast with broccoli and cheese stuffing, frozen;Poitrine de poulet farcie au brocoli et fromage, congelée;;
4044;Macaroni and beef in tomato sauce, frozen;Macaroni et boeuf, sauce aux tomates, congelé;;
4045;Chicken and vegetables with vermicelli, frozen;Poulet et légumes avec vermicelles, congelé;;
4046;Beef pot roast with whipped potatoes, frozen;Boeuf de type pot-au-feu avec pommes de terre fouettées, congelé;;
4047;Creamed chipped beef, frozen;Languettes de boeuf, sauce crémeuse, congelées;;
4048;Spaghetti with meat sauce, frozen;Spaghetti avec sauce à la viande, congelé;;
4049;Oriental beef with vegetables and rice, frozen;Boeuf oriental, légumes et riz, congelé;;
4050;Salisbury steak in gravy with macaroni and cheese, frozen;Bifteck Salisbury en sauce avec macaroni et fromage, congelé;;
4051;Stuffed cabbage with meat in tomato sauce and whipped potatoes, frozen;Choux farcis à la viande dans une sauce aux tomates et pommes de terre fouettées, congelés;;
4052;Breakfast, scrambled eggs & sausage with hashed brown potatoes, frozen;Déjeuner, oeufs brouillés, saucisse et pommes de terre rissolées, congelés;;
4053;Broccoli in cheese flavoured sauce, frozen;Brocoli en sauce à saveur de fromage, congelé;;
4054;Chicken enchilada Suiza with sour cream sauce and mexican-style rice, frozen;Enchilada Suiza au poulet avec sauce à la crème sure et riz de type mexicain, congelé;;
4055;Chicken enchilada and mexican-style rice with Monterey Jack cheese sauce, frozen;Enchilada au poulet, riz de type mexicain, sauce au fromage Monterey Jack, congelé;;
4056;Breakfast, burrito, ham & cheese flavour, frozen;Déjeuner, burrito au jambon et fromage, congelé;;
4057;Chicken nuggets, macaroni in cheese sauce, corn in a seasoned sauce and chocolate pudding, frozen;Croquettes de poulet, macaroni au fromage, maïs en sauce et pouding au chocolat, congelé;;
4058;Beef meal, sliced, with gravy, mashed potatoes and peas in seasoned sauce, frozen;Boeuf en tranches avec sauce, pommes de terre et pois en sauce, congelés;;
4059;Corned beef hash, canned;Hachis de boeuf salé, conserve;;
4060;Cheeseburger Macaroni, HAMBURGER HELPER, dry mix, unprepared;Macaroni cheeseburger, HAMBURGER HELPER, mélange sec, non préparé;;
4061;Alfredo egg noodles in a creamy sauce, dry mix, unprepared;Nouilles aux oeufs, sauce Alfredo, mélange sec, non préparé;;
4062;Salisbury steak with gravy with mashed potatoes & corn in seasoned sauce, frozen;Bifteck Salisbury et sauce, pommes de terre en purée et maïs avec sauce assaisonnée, congelé;;
4063;Pepperoni pizza, frozen, cooked;Pizza au pepperoni, congelée, cuite;;
4064;Chili con carne with beans, canned;Chili con carne avec haricots, conserve;;
